@RELATION  Words

@ATTRIBUTE word     string
@ATTRIBUTE file     string
@ATTRIBUTE Freq.    NUMERIC

@DATA
"or",525_female,0.0
"who",525_female,0.014652014652
"he",525_female,0.0
"my",525_female,0.0
"about",525_female,0.0
"an",525_female,0.0
"do",525_female,0.003663003663
"they",525_female,0.003663003663
"his",525_female,0.0
"all",525_female,0.0
")",525_female,0.003663003663
"(",525_female,0.003663003663
"which",525_female,0.003663003663
"so",525_female,0.0
",",433_female,0.0352846832398
"the",433_female,0.0344827586207
".",433_female,0.0272654370489
"to",433_female,0.0248596631917
"and",433_female,0.0240577385726
"a",433_female,0.0264635124298
"of",433_female,0.0232558139535
"in",433_female,0.00801924619086
"I",433_female,0.0192461908581
"that",433_female,0.0120288692863
"'s",433_female,0.00160384923817
"is",433_female,0.0216519647153
"it",433_female,0.00801924619086
"for",433_female,0.0136327185245
"was",433_female,0.00320769847634
"on",433_female,0.00160384923817
"``",433_female,0.00721732157177
"with",433_female,0.0056134723336
"-",433_female,0.0144346431435
"you",433_female,0.0
"''",433_female,0.00481154771451
"be",433_female,0.00801924619086
"have",433_female,0.0112269446672
"as",433_female,0.00481154771451
"?",433_female,0.00400962309543
"are",433_female,0.00962309542903
"at",433_female,0.00160384923817
"from",433_female,0.00160384923817
"not",433_female,0.0112269446672
"but",433_female,0.00481154771451
"this",433_female,0.00641539695269
"by",433_female,0.00400962309543
"The",433_female,0.00400962309543
"n't",433_female,0.000801924619086
"has",433_female,0.000801924619086
"we",433_female,0.0
"or",433_female,0.0128307939054
"who",433_female,0.00160384923817
"he",433_female,0.0
"my",433_female,0.0056134723336
"about",433_female,0.00160384923817
"an",433_female,0.00320769847634
"do",433_female,0.00320769847634
"they",433_female,0.00481154771451
"his",433_female,0.000801924619086
"all",433_female,0.00320769847634
")",433_female,0.00160384923817
"(",433_female,0.00160384923817
"which",433_female,0.00641539695269
"so",433_female,0.00240577385726
",",774_male,0.0373280943026
"the",774_male,0.0333988212181
".",774_male,0.0589390962672
"to",774_male,0.0137524557957
"and",774_male,0.0137524557957
"a",774_male,0.0314341846758
"of",774_male,0.0137524557957
"in",774_male,0.0216110019646
"I",774_male,0.0098231827112
"that",774_male,0.0
"'s",774_male,0.00589390962672
"is",774_male,0.00392927308448
"it",774_male,0.00196463654224
"for",774_male,0.00589390962672
"was",774_male,0.0157170923379
"on",774_male,0.00589390962672
"``",774_male,0.0196463654224
"with",774_male,0.0117878192534
"-",774_male,0.0
"you",774_male,0.00196463654224
"''",774_male,0.0196463654224
"be",774_male,0.00196463654224
"have",774_male,0.00589390962672
"as",774_male,0.00196463654224
"?",774_male,0.00196463654224
"are",774_male,0.0
"at",774_male,0.00785854616896
"from",774_male,0.0117878192534
"not",774_male,0.0
"but",774_male,0.00196463654224
"this",774_male,0.0117878192534
"by",774_male,0.00392927308448
"The",774_male,0.00392927308448
"n't",774_male,0.00392927308448
"has",774_male,0.0
"we",774_male,0.0
"or",774_male,0.00196463654224
"who",774_male,0.00785854616896
"he",774_male,0.00589390962672
"my",774_male,0.00589390962672
"about",774_male,0.00196463654224
"an",774_male,0.00196463654224
"do",774_male,0.0
"they",774_male,0.0
"his",774_male,0.00392927308448
"all",774_male,0.00196463654224
")",774_male,0.0
"(",774_male,0.0
"which",774_male,0.0
"so",774_male,0.00392927308448
",",553_female,0.0487804878049
"the",553_female,0.0630081300813
".",553_female,0.020325203252
"to",553_female,0.030487804878
"and",553_female,0.0182926829268
"a",553_female,0.010162601626
"of",553_female,0.0386178861789
"in",553_female,0.0325203252033
"I",553_female,0.0142276422764
"that",553_female,0.00813008130081
"'s",553_female,0.00609756097561
"is",553_female,0.00813008130081
"it",553_female,0.0
"for",553_female,0.010162601626
"was",553_female,0.010162601626
"on",553_female,0.00406504065041
"``",553_female,0.00406504065041
"with",553_female,0.00609756097561
"-",553_female,0.0121951219512
"you",553_female,0.00813008130081
"''",553_female,0.00406504065041
"be",553_female,0.00406504065041
"have",553_female,0.00406504065041
"as",553_female,0.0
"?",553_female,0.0020325203252
"are",553_female,0.00406504065041
"at",553_female,0.00813008130081
"from",553_female,0.00609756097561
"not",553_female,0.0020325203252
"but",553_female,0.0020325203252
"this",553_female,0.00813008130081
"by",553_female,0.0121951219512
"The",553_female,0.00406504065041
"n't",553_female,0.0020325203252
"has",553_female,0.0020325203252
"we",553_female,0.0020325203252
"or",553_female,0.0
"who",553_female,0.00609756097561
"he",553_female,0.010162601626
"my",553_female,0.00406504065041
"about",553_female,0.0
"an",553_female,0.0020325203252
"do",553_female,0.0020325203252
"they",553_female,0.0
"his",553_female,0.0142276422764
"all",553_female,0.00406504065041
")",553_female,0.0
"(",553_female,0.0
"which",553_female,0.00609756097561
"so",553_female,0.00406504065041
",",136_female,0.0597243491577
"the",136_female,0.0336906584992
".",136_female,0.0329249617152
"to",136_female,0.0160796324655
"and",136_female,0.0168453292496
"a",136_female,0.0191424196018
"of",136_female,0.00995405819296
"in",136_female,0.00995405819296
"I",136_female,0.00229709035222
"that",136_female,0.0137825421133
"'s",136_female,0.0137825421133
"is",136_female,0.00535987748851
"it",136_female,0.00765696784074
"for",136_female,0.010719754977
"was",136_female,0.00612557427259
"on",136_female,0.00306278713629
"``",136_female,0.00689127105666
"with",136_female,0.00382848392037
"-",136_female,0.0
"you",136_female,0.000765696784074
"''",136_female,0.00689127105666
"be",136_female,0.00382848392037
"have",136_female,0.00306278713629
"as",136_female,0.00229709035222
"?",136_female,0.00765696784074
"are",136_female,0.00459418070444
"at",136_female,0.00229709035222
"from",136_female,0.000765696784074
"not",136_female,0.00535987748851
"but",136_female,0.00612557427259
"this",136_female,0.00229709035222
"by",136_female,0.00765696784074
"The",136_female,0.00306278713629
"n't",136_female,0.00842266462481
"has",136_female,0.00229709035222
"we",136_female,0.000765696784074
"or",136_female,0.00229709035222
"who",136_female,0.00689127105666
"he",136_female,0.00535987748851
"my",136_female,0.000765696784074
"about",136_female,0.00459418070444
"an",136_female,0.000765696784074
"do",136_female,0.00153139356815
"they",136_female,0.00459418070444
"his",136_female,0.00765696784074
"all",136_female,0.00153139356815
")",136_female,0.00995405819296
"(",136_female,0.00995405819296
"which",136_female,0.00153139356815
"so",136_female,0.00229709035222
",",668_male,0.0497881355932
"the",668_male,0.0603813559322
".",668_male,0.0233050847458
"to",668_male,0.021186440678
"and",668_male,0.0158898305085
"a",668_male,0.0190677966102
"of",668_male,0.0243644067797
"in",668_male,0.0169491525424
"I",668_male,0.0
"that",668_male,0.00953389830508
"'s",668_male,0.0137711864407
"is",668_male,0.00635593220339
"it",668_male,0.0010593220339
"for",668_male,0.00847457627119
"was",668_male,0.00529661016949
"on",668_male,0.0116525423729
"``",668_male,0.00953389830508
"with",668_male,0.00529661016949
"-",668_male,0.0
"you",668_male,0.0
"''",668_male,0.00423728813559
"be",668_male,0.0010593220339
"have",668_male,0.0010593220339
"as",668_male,0.00847457627119
"?",668_male,0.0
"are",668_male,0.0010593220339
"at",668_male,0.00847457627119
"from",668_male,0.010593220339
"not",668_male,0.0021186440678
"but",668_male,0.00317796610169
"this",668_male,0.00529661016949
"by",668_male,0.0021186440678
"The",668_male,0.0010593220339
"n't",668_male,0.0
"has",668_male,0.00317796610169
"we",668_male,0.0010593220339
"or",668_male,0.0
"who",668_male,0.0010593220339
"he",668_male,0.0021186440678
"my",668_male,0.0
"about",668_male,0.0
"an",668_male,0.0010593220339
"do",668_male,0.0
"they",668_male,0.0010593220339
"his",668_male,0.0
"all",668_male,0.0021186440678
")",668_male,0.0021186440678
"(",668_male,0.0021186440678
"which",668_male,0.0021186440678
"so",668_male,0.0
",",4_female,0.0375939849624
"the",4_female,0.0401002506266
".",4_female,0.0175438596491
"to",4_female,0.0225563909774
"and",4_female,0.0175438596491
"a",4_female,0.0350877192982
"of",4_female,0.0200501253133
"in",4_female,0.0275689223058
"I",4_female,0.00250626566416
"that",4_female,0.015037593985
"'s",4_female,0.0125313283208
"is",4_female,0.0100250626566
"it",4_female,0.0
"for",4_female,0.015037593985
"was",4_female,0.00501253132832
"on",4_female,0.00250626566416
"``",4_female,0.0
"with",4_female,0.00250626566416
"-",4_female,0.00250626566416
"you",4_female,0.0
"''",4_female,0.0
"be",4_female,0.0
"have",4_female,0.00250626566416
"as",4_female,0.0125313283208
"?",4_female,0.0
"are",4_female,0.00250626566416
"at",4_female,0.0
"from",4_female,0.00250626566416
"not",4_female,0.00501253132832
"but",4_female,0.00250626566416
"this",4_female,0.00751879699248
"by",4_female,0.00250626566416
"The",4_female,0.0
"n't",4_female,0.00751879699248
"has",4_female,0.00250626566416
"we",4_female,0.00250626566416
"or",4_female,0.00250626566416
"who",4_female,0.00501253132832
"he",4_female,0.0
"my",4_female,0.0
"about",4_female,0.0125313283208
"an",4_female,0.0
"do",4_female,0.00250626566416
"they",4_female,0.00250626566416
"his",4_female,0.0
"all",4_female,0.0
")",4_female,0.0
"(",4_female,0.0
"which",4_female,0.00751879699248
"so",4_female,0.00501253132832
",",1103_male,0.0590551181102
"the",1103_male,0.0334645669291
".",1103_male,0.00984251968504
"to",1103_male,0.0157480314961
"and",1103_male,0.0354330708661
"a",1103_male,0.0295275590551
"of",1103_male,0.0196850393701
"in",1103_male,0.0157480314961
"I",1103_male,0.00196850393701
"that",1103_male,0.0157480314961
"'s",1103_male,0.0236220472441
"is",1103_male,0.0236220472441
"it",1103_male,0.0137795275591
"for",1103_male,0.00787401574803
"was",1103_male,0.00196850393701
"on",1103_male,0.00590551181102
"``",1103_male,0.00590551181102
"with",1103_male,0.00590551181102
"-",1103_male,0.00787401574803
"you",1103_male,0.00787401574803
"''",1103_male,0.00590551181102
"be",1103_male,0.00393700787402
"have",1103_male,0.00393700787402
"as",1103_male,0.0236220472441
"?",1103_male,0.0
"are",1103_male,0.00196850393701
"at",1103_male,0.00590551181102
"from",1103_male,0.00590551181102
"not",1103_male,0.00393700787402
"but",1103_male,0.00590551181102
"this",1103_male,0.00787401574803
"by",1103_male,0.00196850393701
"The",1103_male,0.00393700787402
"n't",1103_male,0.00393700787402
"has",1103_male,0.0
"we",1103_male,0.0
"or",1103_male,0.00196850393701
"who",1103_male,0.00393700787402
"he",1103_male,0.00590551181102
"my",1103_male,0.00196850393701
"about",1103_male,0.00196850393701
"an",1103_male,0.00787401574803
"do",1103_male,0.0
"they",1103_male,0.0
"his",1103_male,0.00393700787402
"all",1103_male,0.0
")",1103_male,0.00787401574803
"(",1103_male,0.00787401574803
"which",1103_male,0.00393700787402
"so",1103_male,0.00196850393701
",",1051_male,0.0432835820896
"the",1051_male,0.0358208955224
".",1051_male,0.0238805970149
"to",1051_male,0.0179104477612
"and",1051_male,0.0223880597015
"a",1051_male,0.0283582089552
"of",1051_male,0.0223880597015
"in",1051_male,0.0194029850746
"I",1051_male,0.0119402985075
"that",1051_male,0.00149253731343
"'s",1051_male,0.0119402985075
"is",1051_male,0.0149253731343
"it",1051_male,0.0044776119403
"for",1051_male,0.0044776119403
"was",1051_male,0.00746268656716
"on",1051_male,0.0149253731343
"``",1051_male,0.0
"with",1051_male,0.00746268656716
"-",1051_male,0.010447761194
"you",1051_male,0.010447761194
"''",1051_male,0.0
"be",1051_male,0.00149253731343
"have",1051_male,0.0
"as",1051_male,0.010447761194
"?",1051_male,0.00597014925373
"are",1051_male,0.00298507462687
"at",1051_male,0.0044776119403
"from",1051_male,0.00597014925373
"not",1051_male,0.00149253731343
"but",1051_male,0.0089552238806
"this",1051_male,0.00597014925373
"by",1051_male,0.00298507462687
"The",1051_male,0.0
"n't",1051_male,0.0044776119403
"has",1051_male,0.00597014925373
"we",1051_male,0.0
"or",1051_male,0.0
"who",1051_male,0.00149253731343
"he",1051_male,0.00746268656716
"my",1051_male,0.0044776119403
"about",1051_male,0.0
"an",1051_male,0.00746268656716
"do",1051_male,0.00149253731343
"they",1051_male,0.0
"his",1051_male,0.0223880597015
"all",1051_male,0.00298507462687
")",1051_male,0.00298507462687
"(",1051_male,0.00298507462687
"which",1051_male,0.0089552238806
"so",1051_male,0.0
",",1245_male,0.0358851674641
"the",1245_male,0.0526315789474
".",1245_male,0.0155502392344
"to",1245_male,0.0179425837321
"and",1245_male,0.0263157894737
"a",1245_male,0.0191387559809
"of",1245_male,0.0299043062201
"in",1245_male,0.0215311004785
"I",1245_male,0.00239234449761
"that",1245_male,0.0227272727273
"'s",1245_male,0.00717703349282
"is",1245_male,0.0227272727273
"it",1245_male,0.00358851674641
"for",1245_male,0.00598086124402
"was",1245_male,0.00239234449761
"on",1245_male,0.00358851674641
"``",1245_male,0.00358851674641
"with",1245_male,0.00358851674641
"-",1245_male,0.00478468899522
"you",1245_male,0.0
"''",1245_male,0.00358851674641
"be",1245_male,0.0011961722488
"have",1245_male,0.00837320574163
"as",1245_male,0.00478468899522
"?",1245_male,0.0
"are",1245_male,0.00837320574163
"at",1245_male,0.0
"from",1245_male,0.00717703349282
"not",1245_male,0.0107655502392
"but",1245_male,0.00239234449761
"this",1245_male,0.00717703349282
"by",1245_male,0.00598086124402
"The",1245_male,0.00358851674641
"n't",1245_male,0.0011961722488
"has",1245_male,0.00956937799043
"we",1245_male,0.0
"or",1245_male,0.0
"who",1245_male,0.00717703349282
"he",1245_male,0.00239234449761
"my",1245_male,0.0
"about",1245_male,0.00598086124402
"an",1245_male,0.0
"do",1245_male,0.00239234449761
"they",1245_male,0.0011961722488
"his",1245_male,0.00837320574163
"all",1245_male,0.0
")",1245_male,0.0011961722488
"(",1245_male,0.0011961722488
"which",1245_male,0.0011961722488
"so",1245_male,0.0011961722488
",",801_male,0.0323076923077
"the",801_male,0.0292307692308
".",801_male,0.0230769230769
"to",801_male,0.0246153846154
"and",801_male,0.0138461538462
"a",801_male,0.0384615384615
"of",801_male,0.0307692307692
"in",801_male,0.0184615384615
"I",801_male,0.00615384615385
"that",801_male,0.02
"'s",801_male,0.00461538461538
"is",801_male,0.0169230769231
"it",801_male,0.00615384615385
"for",801_male,0.00923076923077
"was",801_male,0.00307692307692
"on",801_male,0.0138461538462
"``",801_male,0.00153846153846
"with",801_male,0.0123076923077
"-",801_male,0.0
"you",801_male,0.00307692307692
"''",801_male,0.00153846153846
"be",801_male,0.0107692307692
"have",801_male,0.00615384615385
"as",801_male,0.00615384615385
"?",801_male,0.0
"are",801_male,0.00307692307692
"at",801_male,0.00461538461538
"from",801_male,0.00307692307692
"not",801_male,0.0
"but",801_male,0.00307692307692
"this",801_male,0.00461538461538
"by",801_male,0.00307692307692
"The",801_male,0.00307692307692
"n't",801_male,0.0
"has",801_male,0.0
"we",801_male,0.00769230769231
"or",801_male,0.00153846153846
"who",801_male,0.00461538461538
"he",801_male,0.0
"my",801_male,0.0
"about",801_male,0.0
"an",801_male,0.00307692307692
"do",801_male,0.0
"they",801_male,0.0
"his",801_male,0.0
"all",801_male,0.00461538461538
")",801_male,0.00461538461538
"(",801_male,0.00461538461538
"which",801_male,0.00153846153846
"so",801_male,0.00307692307692
",",684_male,0.0367074527253
"the",684_male,0.06340378198
".",684_male,0.0367074527253
"to",684_male,0.0144605116796
"and",684_male,0.0211345939933
"a",684_male,0.0177975528365
"of",684_male,0.0378197997775
"in",684_male,0.0311457174638
"I",684_male,0.00444938820912
"that",684_male,0.0111234705228
"'s",684_male,0.00111234705228
"is",684_male,0.00333704115684
"it",684_male,0.00111234705228
"for",684_male,0.00667408231368
"was",684_male,0.0111234705228
"on",684_male,0.00667408231368
"``",684_male,0.0111234705228
"with",684_male,0.00222469410456
"-",684_male,0.0
"you",684_male,0.0
"''",684_male,0.0111234705228
"be",684_male,0.00444938820912
"have",684_male,0.00333704115684
"as",684_male,0.0
"?",684_male,0.0
"are",684_male,0.00444938820912
"at",684_male,0.00111234705228
"from",684_male,0.0055617352614
"not",684_male,0.0
"but",684_male,0.00111234705228
"this",684_male,0.00222469410456
"by",684_male,0.00444938820912
"The",684_male,0.00444938820912
"n't",684_male,0.00111234705228
"has",684_male,0.00667408231368
"we",684_male,0.00111234705228
"or",684_male,0.00333704115684
"who",684_male,0.0055617352614
"he",684_male,0.0
"my",684_male,0.0
"about",684_male,0.0
"an",684_male,0.00444938820912
"do",684_male,0.0
"they",684_male,0.00111234705228
"his",684_male,0.0
"all",684_male,0.0
")",684_male,0.0
"(",684_male,0.0
"which",684_male,0.00333704115684
"so",684_male,0.00111234705228
",",395_female,0.0459183673469
"the",395_female,0.0418367346939
".",395_female,0.0183673469388
"to",395_female,0.0316326530612
"and",395_female,0.0224489795918
"a",395_female,0.0183673469388
"of",395_female,0.0204081632653
"in",395_female,0.019387755102
"I",395_female,0.00102040816327
"that",395_female,0.00918367346939
"'s",395_female,0.00714285714286
"is",395_female,0.00714285714286
"it",395_female,0.0030612244898
"for",395_female,0.0163265306122
"was",395_female,0.00102040816327
"on",395_female,0.00612244897959
"``",395_female,0.00408163265306
"with",395_female,0.0122448979592
"-",395_female,0.0163265306122
"you",395_female,0.00408163265306
"''",395_female,0.00408163265306
"be",395_female,0.0112244897959
"have",395_female,0.00204081632653
"as",395_female,0.0
"?",395_female,0.00612244897959
"are",395_female,0.0122448979592
"at",395_female,0.0030612244898
"from",395_female,0.00612244897959
"not",395_female,0.0102040816327
"but",395_female,0.0030612244898
"this",395_female,0.00510204081633
"by",395_female,0.00408163265306
"The",395_female,0.00204081632653
"n't",395_female,0.0
"has",395_female,0.00102040816327
"we",395_female,0.00816326530612
"or",395_female,0.0102040816327
"who",395_female,0.00918367346939
"he",395_female,0.0
"my",395_female,0.0030612244898
"about",395_female,0.00204081632653
"an",395_female,0.00408163265306
"do",395_female,0.0
"they",395_female,0.0
"his",395_female,0.00102040816327
"all",395_female,0.00408163265306
")",395_female,0.00102040816327
"(",395_female,0.00102040816327
"which",395_female,0.00102040816327
"so",395_female,0.00204081632653
",",1020_male,0.0462427745665
"the",1020_male,0.0481695568401
".",1020_male,0.0128452151574
"to",1020_male,0.0256904303147
"and",1020_male,0.0211946050096
"a",1020_male,0.0160565189467
"of",1020_male,0.0218368657675
"in",1020_male,0.0128452151574
"I",1020_male,0.0115606936416
"that",1020_male,0.00834938985228
"'s",1020_male,0.00385356454721
"is",1020_male,0.00578034682081
"it",1020_male,0.0154142581888
"for",1020_male,0.0109184328838
"was",1020_male,0.0109184328838
"on",1020_male,0.0115606936416
"``",1020_male,0.0
"with",1020_male,0.00642260757868
"-",1020_male,0.00513808606294
"you",1020_male,0.00770712909441
"''",1020_male,0.0
"be",1020_male,0.00706486833654
"have",1020_male,0.00642260757868
"as",1020_male,0.00578034682081
"?",1020_male,0.0134874759152
"are",1020_male,0.00449582530507
"at",1020_male,0.00385356454721
"from",1020_male,0.00706486833654
"not",1020_male,0.000642260757868
"but",1020_male,0.00256904303147
"this",1020_male,0.00256904303147
"by",1020_male,0.00513808606294
"The",1020_male,0.00513808606294
"n't",1020_male,0.00128452151574
"has",1020_male,0.00256904303147
"we",1020_male,0.00321130378934
"or",1020_male,0.000642260757868
"who",1020_male,0.0019267822736
"he",1020_male,0.0
"my",1020_male,0.00256904303147
"about",1020_male,0.00321130378934
"an",1020_male,0.0
"do",1020_male,0.0019267822736
"they",1020_male,0.0019267822736
"his",1020_male,0.00128452151574
"all",1020_male,0.00899165061015
")",1020_male,0.00642260757868
"(",1020_male,0.00642260757868
"which",1020_male,0.00321130378934
"so",1020_male,0.00385356454721
",",1034_male,0.0260676650028
"the",1034_male,0.0421519689407
".",1034_male,0.0349417637271
"to",1034_male,0.024403771492
"and",1034_male,0.0271769273433
"a",1034_male,0.0210759844703
"of",1034_male,0.0194120909595
"in",1034_male,0.0177481974487
"I",1034_male,0.0238491403217
"that",1034_male,0.00554631170272
"'s",1034_male,0.00721020521353
"is",1034_male,0.0133111480865
"it",1034_male,0.0038824181919
"for",1034_male,0.00887409872435
"was",1034_male,0.0105379922352
"on",1034_male,0.00665557404326
"``",1034_male,0.0
"with",1034_male,0.0077648363838
"-",1034_male,0.00166389351082
"you",1034_male,0.0105379922352
"''",1034_male,0.0
"be",1034_male,0.00221852468109
"have",1034_male,0.00443704936217
"as",1034_male,0.00166389351082
"?",1034_male,0.0105379922352
"are",1034_male,0.00831946755408
"at",1034_male,0.00665557404326
"from",1034_male,0.00499168053245
"not",1034_male,0.00332778702163
"but",1034_male,0.0038824181919
"this",1034_male,0.00166389351082
"by",1034_male,0.00277315585136
"The",1034_male,0.00499168053245
"n't",1034_male,0.00110926234054
"has",1034_male,0.00221852468109
"we",1034_male,0.00277315585136
"or",1034_male,0.00443704936217
"who",1034_male,0.00110926234054
"he",1034_male,0.00221852468109
"my",1034_male,0.00887409872435
"about",1034_male,0.000554631170272
"an",1034_male,0.00110926234054
"do",1034_male,0.00110926234054
"they",1034_male,0.000554631170272
"his",1034_male,0.00610094287299
"all",1034_male,0.00277315585136
")",1034_male,0.00332778702163
"(",1034_male,0.00332778702163
"which",1034_male,0.000554631170272
"so",1034_male,0.00166389351082
",",1036_male,0.0412087912088
